movieId,meta-data
50,Drama Crime Thriller Magyar  GabrielByrne StephenBaldwin KevinSpacey ChazzPalminteri KevinPollak PetePostlethwaite SuzyAmis GiancarloEsposito BeniciodelToro DanHedaya PaulBartel CarlBressler ChristineEstabrook ClarkGregg MorganHunter LouisLombardi FrankMedrano RonGilbert PeterGreene CastuloGuerra VitoD'Ambrosio GeneLythgow SmadarHanson ChristopherMcQuarrie BertWilliams JackShearer PhillipeSimon  BryanSinger
51,Action Thriller Drama  CynthiaRothrock MarshallR.Teague DanielMcVicar LydieDenier JohnO'Leary ArtCamacho RobertMiano KenMcLeod BrianBrophy DennisPaladino JoeSabatino AharonIpalé PabloMarz TonyaLawson  RichardW.Munchkin
52,Comedy Romance  WoodyAllen MiraSorvino HelenaBonhamCarter F.MurrayAbraham DonaldSymington ClaireBloom OlympiaDukakis MichaelRapaport DavidOgdenStiers JackWarden PeterWeller DanielleFerland PaulGiamatti TonySirico PamelaBlair ReneCeballos ElieChaib GeorgedelaPeña JoanneDiMauro DeniseFaye MarianFilali AngeloFraboni ScottFowler SethGertsacov PattiKarr FredMannIII JohnMineo ChristopherNelson SvenToorvald J.Smith-Cameron StevenRandazzo JeffreyKurland TuckerRobin NolanTuffy JimmyMcQuaid YvetteHawkins KarinHaidorfer GaryAlper RosemaryMurphy PeterMcRobbie KathleenDoyle JenniferGreenhut SondraJames WilliamAddy KennethEdelson DanMullane ThomasDurkin DanMoran PaulHerman TonyDarrow RayGarvey KentBlocher JosephP.Coleman GeorgettePasare AlCerullo BrayPoor DavidH.Kramer DannFink KarenLongwell DominicMarcus CraigSechler BillTimoney LisaVidal BruceWinant  WoodyAllen
53,Drama shqip  EnricoLoVerso MichelePlacido PiroMilkani CarmeloDiMazzarelli ElidaJanushi SeferPema IdajetSejdia MarjetaLjarja ElidaNdreu IlirAra LilianaSubashi ArtanMarina VasjanLami NikolinElezi FatmirGjyla ElonaHoti BesimKurti EsmeraldaAra LuanAmelioUjkaj  GianniAmelio
54,Action Adventure Comedy Family  PatrickRenna Oliviad'Abo SteveGuttenberg BugHall JessicaRobertson JayO.Sanders JohnTerry JordanBrower ChaunceyLeopardi HayleyKolb AshleyWelch HaleyMiller BillyL.Sullivan AnthonyEsquivel  HollyGoldbergSloan
55,Drama  JenniferJasonLeigh MareWinningham TedLevine MaxPerlich JohnDoe JohnC.Reilly JimmyWitherspoon JasonCarter TomBower SmokeyHormel JimmyZ. TonyMarsico JamianBriar RachelRasco NicoleDonahoo AisleaghJackson ColleenO'Hara BruceWirth DieterThomasKuhn BillJohns MinaBadie ChrisCarlson ShawnCox JeffSteitzer MikeShapiro BarbaraDeering StephanieShine JayKeye JoMiller CraigHuston  UluGrosbard
56,Family Fantasy Comedy Adventure  JohnnyMorina MalcolmMcDowell MaggieCastle JamesRae MichaelIronside JustinBorntraeger BillyCoyle JamiesonBoulanger JeoffreyGraves ChristopherOlscamp MichaelYarmush  RobertTinnell
57,Comedy Drama Romance  HollyHunter RobertDowneyJr. AnneBancroft CharlesDurning DylanMcDermott GeraldineChaplin SteveGuttenberg CynthiaStevenson ClaireDanes DavidStrathairn AustinPendleton SamSlovick ShawnHatosy AmyYasbeck  JodieFoster
58,Comedy Drama Romance  MassimoTroisi PhilippeNoiret MariaGraziaCucinotta RenatoScarpa LindaMoretti MarianoRigillo AnnaBonaiuto SergioSolli CarloDiMaio NandoNeri VincenzoDiSauro OrazioStracuzzi AlfredoCozzolino SimonaCaparrini CalogeroAzzaretto AssuntaStacconi AngeloCasadei  MichaelRadford
59,Thriller Drama Mystery  LothaireBluteau PatrickGoyette Jean-LouisMillette KristinScottThomas RonBurrage RichardFréchette FrançoisPapineau MarieGignac NormandDaneau Anne-MarieCadieux SuzanneClément LyndaBeaulieu BillyMerasty PaulHébert DanielleFichaud DenisBernard PascalRollin  RobertLepage
60,Adventure Family Fantasy  HalScardino Litefoot LindsayCrouse RichardJenkins RishiBhat SteveCoogan DavidKeith SakinaJaffrey VincentKartheiser NestorSerrano FrankWelker RyanOlson CassandraBrown  FrankOz
61,Thriller Crime  SallyField KieferSutherland EdHarris BeverlyD'Angelo CharlayneWoodard JoeMantegna OliviaBurnette AlexandraKyle KeithDavid PhilipBakerHall NatalijaNogulich ArminShimerman NicholasCascone DarrellLarson CynthiaRothrock WandaAcuna SierraPecheur DonalLogue IrisKlein RossBagley PeterKent EricMorris  JohnSchlesinger
62,Drama Music Family  RichardDreyfuss GlenneHeadly JayThomas OlympiaDukakis WilliamH.Macy AliciaWitt TerrenceHoward DamonWhitaker JeanLouisaKelly AlexandraBoyd NicholasJohnRenner JosephAnderson AnthonyNatale JoannaGleason BethMaitland PatrickFong BenjaminJ.Dixon KathrynArnett FreemanO.Corbin MoiraFeeney JoshuaMinnick AshleyHamrick JanineShouse SpencerRiviera DanVhay SeanBevington JohnHenryRedwood TedRoisum MarkDaniels KailiCarlton AdamFitzhugh EricMichaelCole JoeCampbell TomikoPeirano KaseyNelson ZoeMcLellan KellyM.Casey MichaelMendelson AlexDudgeon RachelWooley JordanCarlton AuroraMiller PaulBernard MaryKayO'Mealy DieffydGilman-Frederick TaraEng JayFrank ConanDoherty StaceySiegel NicolasSirianni JacobAdams ChrisMarth BrentArchie KevinCalaba KeithSwift JohnBoyer LindaWilliamsJanke DavidClegg DonBurns DennisBiasi AlexanderEmmert CazzeyLouisCereghino MichaelR.Ferraro ElizabethFournier BalthazarGetty ForestWhitaker  StephenHerek
63,Comedy  ShawnWayans MarlonWayans TraceyCherelleJones ChrisSpencer VivicaA.Fox Rappin'Granny SuliMcCullough BernieMac FaizonLove KeenenIvoryWayans KimWayans HelenMartin VirginiaWatson DarrelHeath OmarEpps LeonetteScott YvetteWilson CynthiaMadvig AntonioFargas  ParisBarclay
64,Comedy Romance  SandraBullock DenisLeary YaphetKotto StephenDillane TraceyCherelleJones JuliaMontgomeryBrown JaneMoffat MikeStarr JonathanTucker WayneRobson MichaelBadalucco AngelaMoore LennyClarke JonnyFido DonGavin JohnFriesen MarkusParilo SeanRunnette RichardFitzpatrick ClaireRankin MichaelRisley MarthaIrving SandiRoss GiaCarides  BillBennett
65,Comedy  PaulyShore StephenBaldwin WilliamAtherton JoeyLaurenAdams TeresaHill HenryGibson KevinWest DeniseDowse DaraTomanovich RoseMcGowan TaylorNegron PatriciaHearst JeremyJordan TrevorSt.John ChannonRoe KylieMinogue KyleGass JackBlack ChristopherDye LoomisFall RobbieThibautJr. AdamWeisman BrianHayesCurrie ButchMcCain RogerClinton Jr. MarkBurton JoeSib SodaPop ReneL.Moreno MollyBryant BenMcCain KatherineKousi ElizabethGuber TuckerSmallwood PhilLaMarr PaulEiding RodgerBumpass PhilProctor CecileKrevoy  JasonBloom
66,Science Fiction Horror Action Thriller  PatrickBergin MattFrewer AustinO'Brien ElyPouget CamilleCooper PatrickLaBrecque CrystalCelesteGrant SeanP.Young MathewValencia KevinConway TreverO'Brien RichardFancy EllisE.Williams CastuloGuerra MollyShannon RalphAhn DavidByrd StéphanieMenuez NancyChen AmandaHillwood PatriciaBelcher GreggDaniel ArthurMendoza DaleE.House JohnBenjaminMartin AyoAdejugbe YoshioBe CarlCarlsson DavidGeneGibbs PamelaWest DanLipe KennyEndoso  FarhadMann
67,Drama Family  JerryBarone AlPacino MaryElizabethMastrantonio JoeGrifasi GeoffPierson PatrickBorriello AndyRomano DonnaMitchell MaryTesta JoeyPerillo AlecBaldwin RonMcLarty CharleyScalies JoannaMerlin MarioD'Elia SheilaMurphy  JamesFoley
68,Comedy Romance  VictoriaAbril JosianeBalasko AlainChabat TickyHolgado CatherineHiegel CatherineSamie CatherineLachens KatrineBoorman VéroniqueBarrault TelscheBoorman SylvieAudcoeur MichèleBernier MaureenDiot MiguelBosé Jean-LucViolet CatherineAlias PhilippeBerry AnthonyMartin EdmondeFranchi AnnickBerger DelphineDupont HenriTalau ArletteLebret MarieBorowski BlancaLi HélèneRaimbault ManuelMalou  JosianeBalasko
69,Comedy  IceCube ChrisTucker NiaLong Tom'Tiny'ListerJr. JohnWitherspoon AnnaMariaHorsford ReginaKing PaulaJaiParker FaizonLove DJPooh TonyCox AnthonyJohnson BernieMac MeaganGood TerriJ.Vaughn F.GaryGray ReynaldoRey MichaelClarkeDuncan KathleenBradley VickilynReynolds YvetteWilson AngelaMeans  F.GaryGray
70,Horror Action Thriller Crime  GeorgeClooney QuentinTarantino HarveyKeitel JulietteLewis ErnestLiu SalmaHayek CheechMarin DannyTrejo TomSavini FredWilliamson MichaelParks BrendaHillhouse JohnSaxon MarcLawrence KellyPreston JohnHawkes TitoLarriva PeterAtanasoff JohnnyVatosHernandez AimeeGraham HeidiMcNeal ErnestM.Garcia GregoryNicotero Cristos MikeMoroff TiaTexada JanineJordae UngelaBrockman MichelleBerube MichaelMcKay JakeMcKinnon WalterPhelan WayneToth RosaliaHayakawa CeciliaMontiel AnnetteHarper LawrenceBender MadisonClark RobertRodriguez  RobertRodriguez
71,Action  WilliamBaldwin CindyCrawford StevenBerkoff ChristopherMcDonald MiguelSandoval JohannCarlo SalmaHayek JohnBedfordLloyd JenetteGoldstein PaulDillon OlekKrupa GustavVintas MarcMacaulay RubenRabasa SonnyCarlDavis AntoniCorone DanHedaya  AndrewSipes
72,Comedy Drama Romance  JoshHamilton Oliviad'Abo ChrisEigeman ParkerPosey JasonWiles CaraBuono CarlosJacott ElliottGould EricStoltz SamuelGould CatherineKellner JonathanBaumbach JohnLehr PeterCzernin ElizaRoberts ChristopherReed NoahBaumbach JasonS.Kassin DavidDeLuise TheaGoodman LaurenKatz AlexiaLandeau PerreyReeves TonyGiglio RichardTacchino NicoBaumbach JoséIgnacioÁlvarez SolierFagundez IanDavids MatthewKaplan DeanCameron MarissaRibisi KaelaDobkin SalViscuso JessicaHecht NoraPerricone MelanieHolmes PaulSpeaks  NoahBaumbach
73,Drama  Jean-PaulBelmondo MichelBoujenah AlessandraMartines SaloméLelouch AnnieGirardot PhilippeLéotard PhilippeKhorsand TickyHolgado Rufus NicoleCroisille WilliamLeymergie JeanMarais MichelinePresle DarryCowl ClémentineCélarié DanielToscanduPlantier MargotAbascal  ClaudeLelouch
74,Drama Romance  ChristianSlater MaryStuartMasterson PamelaAdlon JoshBrolin BrianTarantina DebraMonk MaryAlice KennethCranham AllyWalker AnnePitoniak MichaelHaley CassMorgan GinaTorres NickTate VíctorSierra MichaelMantell ZacharyChaltiel ClaireJacobs PaulCassell YvonneZima DesireeCasado AldisHodge JessicaBrooksGrant JonathanNocera LeahPepper DonnaJeanFogel S.A.Griffin EdithBlume LizSinclair JamieHarrold AdrianLee AndreaLeigh BenjaminRutkowski  MichaelGoldenberg
75,Comedy  RickMoranis TomArnold JuliannePhillips CarolKane JeffreyTambor CurtisArmstrong DonKnotts DougAbrahams FaithPrince TonyPierce BlakeBashoff CodyMcMains HarryWaters Jr. StuartPankin JustinJonRoss MichaelZwiener BillDow  SteveMiner
76,Horror Science Fiction  PeterWeller JenniferRubin RoyDupuis AndrewLauer LilianaKomorowska MichaelCaloz JasonCavalier RonWhite CharlesEdwinPowell LeniParker SylvainMassé BruceBoa TomBerry HenryRamer  ChristianDuguay
77,Documentary  Nico TinaAumont ChristianAaronBoulogne JacksonBrowne JohnCale DannyFields JonasMekas PaulMorrissey BillyName Viva  SusanneOfteringer
78,Drama Thriller  JackNicholson DavidMorse AnjelicaHuston RobinWright PiperLaurie RichardBradford PriscillaBarnes DavidBaerwald RobbieRobertson JohnSavage KariWuhrer JenniferLeighWarren KellitaSmith BobbyCooper JeffMorris BuddyAnderson EdwardL.Katz JoeViterelli EileenRyan RyoIshibashi DennisFanning LisaCrawford JayKoiwai ElizabethGilliam MichaelRyan LeoPenn PenelopeAllen RichardC.Sarafian MatthewRyan MillicentSheridan  SeanPenn
79,Thriller  DemiMoore AlecBaldwin JosephGordon-Levitt AnneHeche JamesGandolfini LindsayCrouse TonyLoBianco MichaelConstantine MattCraven ToddSusman MichaelRispoli JulieHalston FrankAdonis MatthewCowles PollyAdams JackGilpin ChuckCooper JoePerrino JamesMcCauley RandyJurgensen GayleScott AlvaroCalderón AdrianaRamirezLeal TuckRicaud GustavoDeLaTorre  BrianGibson
80,Drama  AidaMohammadkhani MohsenKafili FereshtehSadrOrafaee AnnaBorkowska MohammadShahani  JafarPanahi
81,Drama Crime  AndyGarcía ChristopherLloyd WilliamForsythe BillNunn TreatWilliams JackWarden SteveBuscemi FairuzaBalk GabrielleAnwar ChristopherWalken MichaelNicolosi BillCobbs MarshallBell GlennPlummer DonStark HarrisLaskawy WillieGarson DavidStratton DeborahStrang SarahTrigger JennyMcCarthy-Wahlberg BuddyGuy RayAllison ScottHolt GregRzab WileyHarker JoeDrago ChuckBacino DonCheadle Tom'Tiny'ListerJr. BillLong ChereeJaeb SarahLevyArbess LarissaMichieli LarryRaben LynnApplebaum TaylorHayle ArchieSmith HarrietMedin BillBolender SusanMerson BillErwin NateIngram JacobBergener LarryCurryJr. Ruthay SelinaMathews PhilBoardman WilliamDenis DannyRomo SteveAbbott CraigBraginsky JoshCharles PamelaGoode ChristopherC.Romero EricLloydScott  GaryFleder
82,Drama Comedy Nederlands  WillekevanAmmelrooy ElsDottermans DoravanderGroen VeerlevanOverloop CarolienSpoor EstherVriesendorp ThyrzaRavesteijn MilSeghers JanDecleir ElsiedeBrauw ReinoutBussemaker MarinadeGraaf WimieWilhelm FranWallerZeper  MarleenGorris
83,Romance Drama  AlFreemanJr. PhyliciaRashād PaulaKelly SalliRichardson-Whitfield AnnaMariaHorsford BernieCasey IsaacHayes RayJ PollyBergen TajMahal Leon RichardRoundtree  TimReid
84,Comedy Drama  VictoriaFoyt VivecaLindfors JonRobinBaitz SavannahSmithBoucher RoscoeLeeBrowne AndreGregory NickGregory MelissaLeo RoddyMcDowall MarthaPlimpton RonRifkin DianeSalinger BrookeSmith KristofferTabori HollandTaylor HenryJaglom ArnoldLeo JosephFeury BarbaraFlood MichaelEmil AlexandraStyron MeganHughes  HenryJaglom
85,Drama Romance  MarkRylance KristinScottThomas PatsyKensit JeremyKemp DouglasHenshall AnnetteBadland ChrisLarkin AnnaMassey  PhilipHaas
86,Adventure Action Drama  JeffBridges CarolineGoodall JohnSavage ScottWolf JeremySisto RyanPhillippe DavidLascher EricMichaelCole JasonMarsden DavidSelby JulioOscarMechoso ZeljkoIvanek BalthazarGetty EthanEmbry JordanClarke LizbethMacKay JillLarson JamesMedina JamesRebhorn NicoleAnnSamuel BeckyAnnBaker CamillaOverbyeRoos  RidleyScott
87,Family Comedy Adventure  JasonAlexander FayeDunaway EricLloyd RupertEverett GrahamSack PaulReubens GlennShadix NathanDavis JenniferBassey JudithScott BruceBeatty DannyComden StevenGilborn LoisdeBanzie NatalieCore EugeniaHamilton MichelleBonilla AlexanderWalters ToribioPrado BreeTurner KevinKraft PeterSiragusa ErnestPerryJr. FrankKopyc LynneMarieStewart MarcelineHugot CynthiaMartells MichaelMcCarty KatherineOlsen CynthiaMadvig KenMartin KarenMaruyama RayK.Morris RitaMinor VictoriaKemsley RayChang NicholasGarr RoderickBascom PaulaMalcomson ToniPerrotta JimIshida SunniBoswell TracyZahoryin BobBergen FrankWelker MarkBastarache JohnW.Beach JohnnyKim DarrenMelton GaryPike SamtheOrangutan  KenKwapis
88,Comedy  ChrisFarley DavidSpade TimMatheson GaryBusey ChrisOwen BruceMcGill BoydBanks GrantHeslov DavidSt.James TimothyCarhart MichaelPatrickCarter ChristineEbersole SkipO'Brien BrandenR.Morgan GypsySpheeris JohnAshker JamesNoah JonathanEverettLewis KevinFarley JohnFarley JulieBenz JimmyWorkman TobyScottGanger  PenelopeSpheeris
89,Thriller Crime Action  JohnnyDepp CourtneyChase CharlesS.Dutton ChristopherWalken RomaMaffia PeterStrauss GloriaReuben MarshaMason MiguelNájera BillSmitrovich G.D.Spradlin CharlesCarroll YulVazquez EdithDiaz ArmandoOrtega C.J.Bau CynthenaSanders DanaMackey JerryTondo LanceHunterVoorhees JohnAzevedoJr. LanceAugust PeterMacKenzie RickZieff MichaelChong CynthiaNoritake HollyKuespert PamelaDunlap JanSpeck TomLawrence RobertBuckingham ClarkJohnson AntonySandoval IsabelGarcíaLorca RayUhler  JohnBadham
90,Drama  JasonPatric ThandiweNewton LarryDrake SamWaterston EricMabius Sarah-JaneWylde  JohnDuig
92,Drama Horror Thriller History  JuliaRoberts JohnMalkovich GeorgeCole MichaelGambon GlennClose KathyStaff MichaelSheen BronaghGallagher LindaBassett CiaránHinds HenryGoodman WendyNottingham MoyaBrady EmmaGriffithsMalin SashaHanau IsabellaMarshall RichardLeaf StephenBoxer  StephenFrears
93,Comedy Horror Romance  AngelaBassett EddieMurphy AllenPayne KadeemHardison JohnWitherspoon ZakesMokae JoannaCassidy JerryHall SimbiKhali VickilynReynolds MessiriFreeman KellyCinnante JsuGarcia W.EarlBrown AyoAdeyemi TroyCurveyJr. WilliamBlount JoeCostanza JohnLaMotta MarceloTubert NickDeMauro MarkHaining WendyRobie AlyseMandel LarryPaulMarshall VinceMicelli OrenWaters CarltonDavis CliveRoss MichaelHyde MaxineWatersWillard JosefPowell RoyGalloway CarmenCarter JuliaWaters CarmenTwillie RayCombs MitchPileggi KenTipton  WesCraven
94,Comedy Drama Romance  TimothyHutton MattDillon NoahEmmerich AnnabethGish LaurenHolly UmaThurman MiraSorvino MichaelRapaport RosieO'Donnell PruittTaylorVince MaxPerlich MarthaPlimpton NataliePortman AnneBobby RichardBright SamRobards DavidArquette AdamLeFevre JohnCarrollLynch TomGibis GregDulli JohnScurti FrankAnello CamilleD'Ambrose SarahKatz MartinRuben AllisonLevine EarlR.Burt TrentNicholasThompson NicoleRanallo JoyceLacey AnneW.Erickson OliverOsterberg SterlingRobson HerbieAde TammaraMelloy LoriJ.Ness RachelOliva TomasSettell  TedDemme
95,Action  JohnTravolta ChristianSlater SamanthaMathis DelroyLindo FrankWhaley BobGunton HowieLong JackThompson KurtwoodSmith VondieCurtis-Hall DanielvonBargen VytoRuginis OusaunElam ShaunToub CaseyBiggs JeffreyJ.Stephen JoeyBox JonW.Kishi MykeSchwartz JimPalmer VinceDeadrickSr. CharlieBrewer GaryEpper MarioRoberts J.N.Roberts BruceHolman CarmenArgenziano JamesMacDonald FrenchStewart JimMoyle ChrisMulkey HenryMurph TomWaddell RosemarySchoppman RaymondCruz TomDemille  JohnWoo
96,Comedy  MichaelMaloney RichardBriers JoanCollins NicholasFarrell JuliaSawalha CeliaImrie JohnSessions JenniferSaunders GerardHoran MarkHadfield HettaCharnley AdrianScarborough BrianPettifer PatrickDoyle ShaunPrendergast AdrianScarborough AllieByrne KatyCarmichael AnnDavies JamesD.White RobertHines EdwardJewesbury CarolStarks JessicaManley  KennethBranagh
97,Drama  VincentCassel HubertKoundé SaïdTaghmaoui AbdelAhmedGhili SouleymaneDicko JosephMomo HéloïseRauth RywkaWajsbrot OlgaAbrego LaurentLabasse ChoukriGabteni NabilBenMhamed BenoîtMagimel MédardNiang ArashMansour Abdel-MoulahBoujdouni MathildeVitry ChristianMoro ÉdouardMontoute JiBi FélicitéWouassi FatouThioune Thang-Long CutKiller SabrinaHouicha SandorWeltmann FrançoisLevantal JulieMauduech KarinViard PeterKassovitz ChristopheRossignon VincentLindon MathieuKassovitz AnthonySouter FlorentLavandeira TeddyMarques SamirKhelif TadekLokcinski VirginieMontel AndréeDamant MarcelMarondo KarimBelkhadra MarcDuret EricPujol PhilippeNahon SébastienTavel FrançoisToumarkine JoséDalmat ZinedineSoualem BernieBonvoisin CyrilAncelin PatrickMédioni Solo  MathieuKassovitz
98,Action Adventure Drama Science Fiction Thriller  SadieFrost JudeLaw SeanPertwee FraserJames SeanBean MarianneFaithfull JonathanPryce RalphIneson EamonnWalker LeeWhitlock JasonIsaacs MelanieHill TillyVosburgh BrianCroucher ChrisConstantinou ClintDyer SimonBateso PollyMoore VinnyMann JulianSandell DanielNewman  PaulW.S.Anderson
99,Documentary  NickBroomfield HeidiFleiss MadamAlex IvanNagy CorinneBohrer RonJeremy DarylGates NinaXiningZuo VictoriaSellers MikeBrambles Cookie ElisaFleiss JasonFleiss JesseFleiss KimFleiss PaulFleiss ShannonFleiss Gabby SusieSterling JimWakefield  NickBroomfield
100,Drama Thriller  AlPacino JohnCusack BridgetFonda DannyAiello MartinLandau DavidPaymer RichardSchiff LaurenVélez NestorSerrano LindsayDuncan TamaraTunie JohnSlattery AnthonyFranciosa RobertaPeters MelWinkler AngelDavid LarryRomano RobLaBelle MurphyGuyer JohnC.Vennema RayAranha JaliylLynn HarryBugin  HaroldBecker
101,Comedy Crime Drama  LukeWilson OwenWilson RobertMusgrave LumiCavazos AndrewWilson JamesCaan DonnyCaicedo SheaFowler JimPonds KumarPallana NedDowd TakayukiKubota AnnaCifuentes HaleyMiller BrianTenenbaum JenniTooley DipakPallana DarrylCox StephenDignan TempleNash MelindaRenna JulieMayfield DonPhillips Jr. RichardReyes JulioCedillo TeddyWilson HaskelCraver JillParker-Jones NenaSmarz HéctorGarcía DanielR.Padgett RussellTowery BenLoggins LinnMullin AntoniaBogdanovich  WesAnderson
102,Comedy Romance  EllenDeGeneres BillPullman JoanCusack DeanStockwell JoanPlowright JohnLivingston HopeDavis EllenCleghorne ChristineCattell RobertGoulet MichaelGeorge  NickCastle
103,Thriller Mystery Science Fiction  RayLiotta LindaFiorentino PeterCoyote ChristopherMcDonald DavidPaymer DuncanFraser KimCoates KimCattrall ColleenRennison CarolineElliott StellinaRusich CallumKeithRennie  JohnDahl
